Word,W_Length,W_TotalStrokes,W_Count,W(log),W_million,W_CD,W_CD(log),W_CD(ratio)
四平八稳,4,26,3,0.4771,0.09,3,0.4771,0.05
阿查莱塔,4,38,3,0.4771,0.09,1,0,0.02
阿兰佐,3,19,3,0.4771,0.09,1,0,0.02
加拉帕哥斯,5,43,3,0.4771,0.09,2,0.301,0.03
帝刚,2,15,3,0.4771,0.09,1,0,0.02
尿道炎,3,27,3,0.4771,0.09,3,0.4771,0.05
悟性,2,18,3,0.4771,0.09,3,0.4771,0.05
炳真,2,19,3,0.4771,0.09,1,0,0.02
恋歌,2,24,3,0.4771,0.09,3,0.4771,0.05
捍,1,10,3,0.4771,0.09,2,0.301,0.03
利娅,2,16,3,0.4771,0.09,1,0,0.02
伦皮拉,3,19,3,0.4771,0.09,2,0.301,0.03
纳可杜契斯,5,40,3,0.4771,0.09,1,0,0.02
伊丽莎白·马斯特逊,9,62,3,0.4771,0.09,1,0,0.02
利多,2,13,3,0.4771,0.09,1,0,0.02
秋夜,2,17,3,0.4771,0.09,3,0.4771,0.05
维奇·山德士,6,40,3,0.4771,0.09,1,0,0.02
验明,2,18,3,0.4771,0.09,3,0.4771,0.05
弗斯·汤玛斯,6,42,3,0.4771,0.09,1,0,0.02
售后服务,4,30,3,0.4771,0.09,2,0.301,0.03
讲习班,3,19,3,0.4771,0.09,2,0.301,0.03
墠,1,15,3,0.4771,0.09,1,0,0.02
老生,2,11,3,0.4771,0.09,1,0,0.02
串珠,2,17,3,0.4771,0.09,2,0.301,0.03
羊肠小道,4,28,3,0.4771,0.09,3,0.4771,0.05
肾炎,2,16,3,0.4771,0.09,2,0.301,0.03
维尔金斯,4,36,3,0.4771,0.09,1,0,0.02
鸸鹋,2,24,3,0.4771,0.09,3,0.4771,0.05
讼案,2,16,3,0.4771,0.09,3,0.4771,0.05
吃闲饭,3,20,3,0.4771,0.09,3,0.4771,0.05
氧化铁,3,24,3,0.4771,0.09,3,0.4771,0.05
眉睫,2,22,3,0.4771,0.09,2,0.301,0.03
老父,2,10,3,0.4771,0.09,3,0.4771,0.05
热水袋,3,25,3,0.4771,0.09,2,0.301,0.03
凯普·克朗布尔,7,47,3,0.4771,0.09,1,0,0.02
萨拉·沃克,5,33,3,0.4771,0.09,2,0.301,0.03
威尔考克斯,5,39,3,0.4771,0.09,2,0.301,0.03
声声,2,14,3,0.4771,0.09,2,0.301,0.03
克劳恩,3,24,3,0.4771,0.09,1,0,0.02
不顾死活,4,29,3,0.4771,0.09,3,0.4771,0.05
休止符,3,21,3,0.4771,0.09,3,0.4771,0.05
眉梢,2,20,3,0.4771,0.09,3,0.4771,0.05
载运,2,17,3,0.4771,0.09,2,0.301,0.03
哥林多,3,24,3,0.4771,0.09,3,0.4771,0.05
佳洁士,3,20,3,0.4771,0.09,2,0.301,0.03
珍妮芙,3,24,3,0.4771,0.09,2,0.301,0.03
相乘,2,19,3,0.4771,0.09,3,0.4771,0.05
克莉奥佩特,5,47,3,0.4771,0.09,1,0,0.02
匿迹,2,19,3,0.4771,0.09,3,0.4771,0.05
触类旁通,4,42,3,0.4771,0.09,3,0.4771,0.05
炆,1,8,3,0.4771,0.09,3,0.4771,0.05
老罗,2,14,3,0.4771,0.09,3,0.4771,0.05
划得来,3,24,3,0.4771,0.09,3,0.4771,0.05
倒灌,2,30,3,0.4771,0.09,2,0.301,0.03
丝衣,2,11,3,0.4771,0.09,3,0.4771,0.05
申斥,2,10,3,0.4771,0.09,3,0.4771,0.05
罗杰·科玛克,6,39,3,0.4771,0.09,1,0,0.02
节流阀,3,24,3,0.4771,0.09,3,0.4771,0.05
敕,1,11,3,0.4771,0.09,2,0.301,0.03
威夫勒,3,24,3,0.4771,0.09,1,0,0.02
莫希,2,17,3,0.4771,0.09,3,0.4771,0.05
开小灶,3,14,3,0.4771,0.09,3,0.4771,0.05
泥人,2,10,3,0.4771,0.09,3,0.4771,0.05
沃菲尔德,4,38,3,0.4771,0.09,1,0,0.02
粮袋,2,24,3,0.4771,0.09,3,0.4771,0.05
学部,2,18,3,0.4771,0.09,3,0.4771,0.05
序数,2,20,3,0.4771,0.09,3,0.4771,0.05
汤姆索亚,4,30,3,0.4771,0.09,2,0.301,0.03
正经八百,4,21,3,0.4771,0.09,3,0.4771,0.05
直拉,2,16,3,0.4771,0.09,3,0.4771,0.05
佛丘,2,12,3,0.4771,0.09,1,0,0.02
罗伯特·汉森,6,42,3,0.4771,0.09,1,0,0.02
艾龙莫斯力,5,34,3,0.4771,0.09,1,0,0.02
斯文生,3,21,3,0.4771,0.09,1,0,0.02
宅门,2,9,3,0.4771,0.09,2,0.301,0.03
速食店,3,27,3,0.4771,0.09,3,0.4771,0.05
试药,2,17,3,0.4771,0.09,2,0.301,0.03
肖尼斯,3,24,3,0.4771,0.09,1,0,0.02
塔瓦瑞,3,29,3,0.4771,0.09,1,0,0.02
正房,2,13,3,0.4771,0.09,3,0.4771,0.05
奸险,2,15,2,0.301,0.06,2,0.301,0.03
温克会,3,25,2,0.301,0.06,1,0,0.02
先人后己,4,17,2,0.301,0.06,2,0.301,0.03
贺克,2,16,2,0.301,0.06,1,0,0.02
尤迪,2,12,2,0.301,0.06,1,0,0.02
古利,2,12,2,0.301,0.06,1,0,0.02
坦途,2,18,2,0.301,0.06,2,0.301,0.03
截留,2,24,2,0.301,0.06,2,0.301,0.03
科利·布莱恩特,7,51,2,0.301,0.06,1,0,0.02
须眉,2,18,2,0.301,0.06,2,0.301,0.03
真剑,2,19,2,0.301,0.06,2,0.301,0.03
韦斯特伯特·格雷,8,66,2,0.301,0.06,2,0.301,0.03
峨,1,10,2,0.301,0.06,1,0,0.02
霍尼卡特,4,36,2,0.301,0.06,1,0,0.02
詹姆斯·格瑞格里,8,73,2,0.301,0.06,1,0,0.02
含金量,3,27,2,0.301,0.06,2,0.301,0.03
张萍梅,3,29,2,0.301,0.06,1,0,0.02
供应量,3,27,2,0.301,0.06,2,0.301,0.03
刚飞,2,9,2,0.301,0.06,2,0.301,0.03
查德·迈克尔·莫瑞,9,65,2,0.301,0.06,2,0.301,0.03
威特基,3,30,2,0.301,0.06,2,0.301,0.03
诉讼法,3,21,2,0.301,0.06,2,0.301,0.03
我好,2,13,2,0.301,0.06,2,0.301,0.03
太公,2,8,2,0.301,0.06,2,0.301,0.03
克利夫·柯蒂斯,7,51,2,0.301,0.06,2,0.301,0.03
气节,2,9,2,0.301,0.06,2,0.301,0.03
让希尔,3,17,2,0.301,0.06,1,0,0.02
依依,2,16,2,0.301,0.06,1,0,0.02
悲凉,2,22,2,0.301,0.06,2,0.301,0.03
幸会,2,14,2,0.301,0.06,2,0.301,0.03
赫坦古,3,27,2,0.301,0.06,1,0,0.02
单人滑,3,22,2,0.301,0.06,2,0.301,0.03
本宁堡,3,22,2,0.301,0.06,2,0.301,0.03
金翰诚,3,32,2,0.301,0.06,1,0,0.02
荏,1,9,2,0.301,0.06,2,0.301,0.03
哈福,2,22,2,0.301,0.06,2,0.301,0.03
安米南,3,21,2,0.301,0.06,1,0,0.02
方方正正,4,18,2,0.301,0.06,2,0.301,0.03
近程,2,19,2,0.301,0.06,2,0.301,0.03
辊,1,12,2,0.301,0.06,2,0.301,0.03
安田,2,11,2,0.301,0.06,1,0,0.02
斯科蒂·格里菲斯,8,73,2,0.301,0.06,1,0,0.02
梅斯勒,3,34,2,0.301,0.06,1,0,0.02
古刹,2,13,2,0.301,0.06,1,0,0.02
切瑞山,3,20,2,0.301,0.06,1,0,0.02
阿克斯曼,4,37,2,0.301,0.06,2,0.301,0.03
亚哥,2,16,2,0.301,0.06,1,0,0.02
凯文·科斯特纳,7,50,2,0.301,0.06,2,0.301,0.03
彼得杰克森,5,46,2,0.301,0.06,1,0,0.02
李亨浩,3,24,2,0.301,0.06,1,0,0.02
细菌学,3,27,2,0.301,0.06,1,0,0.02
亨利·克劳福特,7,51,2,0.301,0.06,1,0,0.02
古兹,2,14,2,0.301,0.06,1,0,0.02
握力,2,14,2,0.301,0.06,2,0.301,0.03
胜似,2,15,2,0.301,0.06,2,0.301,0.03
维克多·沃斯,6,43,2,0.301,0.06,1,0,0.02
亚卡,2,11,2,0.301,0.06,1,0,0.02
刀削面,3,20,2,0.301,0.06,1,0,0.02
类型学,3,26,2,0.301,0.06,2,0.301,0.03
次年,2,12,2,0.301,0.06,2,0.301,0.03
米勒娃,3,26,2,0.301,0.06,2,0.301,0.03
夏瓦尔玛,4,26,2,0.301,0.06,1,0,0.02
历经沧桑,4,29,2,0.301,0.06,2,0.301,0.03
奥威尔,3,26,2,0.301,0.06,2,0.301,0.03
信号旗,3,28,2,0.301,0.06,2,0.301,0.03
摘抄,2,21,2,0.301,0.06,2,0.301,0.03
安珂,2,15,2,0.301,0.06,1,0,0.02
传道授业,4,34,2,0.301,0.06,2,0.301,0.03
辞令,2,18,2,0.301,0.06,2,0.301,0.03
井上健治,4,25,2,0.301,0.06,1,0,0.02
斯滕森,3,39,2,0.301,0.06,1,0,0.02
马加比,3,12,2,0.301,0.06,2,0.301,0.03
岸线,2,16,2,0.301,0.06,2,0.301,0.03
卡利姆,3,20,2,0.301,0.06,1,0,0.02
计年,2,10,2,0.301,0.06,2,0.301,0.03
米利亚姆,4,27,2,0.301,0.06,2,0.301,0.03
鑷,1,26,2,0.301,0.06,1,0,0.02
查卷,2,17,2,0.301,0.06,1,0,0.02
鞭长莫及,4,35,2,0.301,0.06,2,0.301,0.03
马卡洛夫,4,21,2,0.301,0.06,2,0.301,0.03
金士河,3,19,2,0.301,0.06,1,0,0.02
大卫格里恩,5,33,2,0.301,0.06,1,0,0.02
拉莱吉,3,24,2,0.301,0.06,2,0.301,0.03
电热水壶,4,29,2,0.301,0.06,2,0.301,0.03
博耐,2,21,2,0.301,0.06,1,0,0.02
卢娜,2,14,2,0.301,0.06,1,0,0.02
莱蒂提亚,4,40,2,0.301,0.06,1,0,0.02
演唱家,3,35,2,0.301,0.06,2,0.301,0.03
博达,2,18,2,0.301,0.06,1,0,0.02
离间计,3,21,2,0.301,0.06,2,0.301,0.03
美吉塔,3,27,2,0.301,0.06,1,0,0.02
米兰特,3,21,2,0.301,0.06,1,0,0.02
莉雅,2,22,2,0.301,0.06,2,0.301,0.03
汤姆马伦,4,23,2,0.301,0.06,1,0,0.02
查理·福特,5,43,2,0.301,0.06,1,0,0.02
莱昂内尔·汉普顿,8,54,2,0.301,0.06,1,0,0.02
古安,2,11,2,0.301,0.06,1,0,0.02
后母,2,11,2,0.301,0.06,1,0,0.02
马特·戴蒙,5,43,2,0.301,0.06,2,0.301,0.03
阿戴尔,3,29,2,0.301,0.06,2,0.301,0.03
尹京浩,3,22,2,0.301,0.06,1,0,0.02
巴维尔·齐洛夫,7,39,2,0.301,0.06,2,0.301,0.03
职衔,2,22,2,0.301,0.06,2,0.301,0.03
雷·查尔斯·罗宾逊,9,66,2,0.301,0.06,1,0,0.02
票台,2,16,2,0.301,0.06,2,0.301,0.03
太多,2,10,2,0.301,0.06,2,0.301,0.03
檫,1,18,2,0.301,0.06,2,0.301,0.03
弗拉特利,4,30,2,0.301,0.06,1,0,0.02
缘起,2,22,2,0.301,0.06,2,0.301,0.03
纯收入,3,15,2,0.301,0.06,2,0.301,0.03
萨尔曼·拉什迪,7,47,2,0.301,0.06,1,0,0.02
保琳,2,21,2,0.301,0.06,2,0.301,0.03
阿拉比斯,4,31,2,0.301,0.06,1,0,0.02
伊里亚德,4,34,2,0.301,0.06,2,0.301,0.03
冰原,2,16,2,0.301,0.06,2,0.301,0.03
阳物和,3,22,2,0.301,0.06,1,0,0.02
肋间肌,3,19,2,0.301,0.06,2,0.301,0.03
坎特尔,3,22,2,0.301,0.06,1,0,0.02
阿兰·锡克,5,32,2,0.301,0.06,1,0,0.02
汇编,2,17,2,0.301,0.06,2,0.301,0.03
我县,2,14,2,0.301,0.06,1,0,0.02
鲍沃斯,3,32,2,0.301,0.06,1,0,0.02
折扇,2,17,2,0.301,0.06,2,0.301,0.03
刷白,2,13,2,0.301,0.06,2,0.301,0.03
叶由纪彦,4,25,2,0.301,0.06,1,0,0.02
真好,2,16,2,0.301,0.06,2,0.301,0.03
迈克尔·麦克唐纳德,9,64,2,0.301,0.06,1,0,0.02
亚子,2,9,2,0.301,0.06,1,0,0.02
进价,2,13,2,0.301,0.06,2,0.301,0.03
溜滑,2,25,2,0.301,0.06,2,0.301,0.03
郝伊,2,15,2,0.301,0.06,1,0,0.02
阿旭,2,13,2,0.301,0.06,1,0,0.02
一千三,3,7,2,0.301,0.06,1,0,0.02
安塞姆,3,27,2,0.301,0.06,1,0,0.02
让利,2,12,2,0.301,0.06,2,0.301,0.03
真希,2,17,2,0.301,0.06,1,0,0.02
南京东路,4,35,2,0.301,0.06,1,0,0.02
大东,2,8,2,0.301,0.06,2,0.301,0.03
标定,2,17,2,0.301,0.06,2,0.301,0.03
塔琼达,3,30,2,0.301,0.06,1,0,0.02
恭谦,2,22,2,0.301,0.06,1,0,0.02
黛安·阿勒丝,6,46,2,0.301,0.06,1,0,0.02
查奇,2,17,2,0.301,0.06,2,0.301,0.03
五十七,3,8,2,0.301,0.06,2,0.301,0.03
亚娜,2,15,2,0.301,0.06,2,0.301,0.03
西奥菲勒,4,40,2,0.301,0.06,1,0,0.02
科沃特,3,26,2,0.301,0.06,1,0,0.02
三角铁,3,20,2,0.301,0.06,2,0.301,0.03
进位,2,14,2,0.301,0.06,2,0.301,0.03
砹,1,10,2,0.301,0.06,2,0.301,0.03
阿布拉卡达布拉,7,44,2,0.301,0.06,2,0.301,0.03
多礼,2,11,2,0.301,0.06,2,0.301,0.03
安克哈,3,22,2,0.301,0.06,1,0,0.02
卡帕迪亚,4,27,2,0.301,0.06,1,0,0.02
激光灯,3,28,2,0.301,0.06,1,0,0.02
查娜,2,18,2,0.301,0.06,1,0,0.02
岌,1,6,2,0.301,0.06,1,0,0.02
猴戏,2,18,2,0.301,0.06,2,0.301,0.03
玛格丽特·拉维尔,8,58,2,0.301,0.06,1,0,0.02
史来福,3,25,2,0.301,0.06,1,0,0.02
小辛,2,10,2,0.301,0.06,2,0.301,0.03
其时,2,15,2,0.301,0.06,2,0.301,0.03
让尼,2,10,2,0.301,0.06,2,0.301,0.03
克劳斯·法斯宾德,8,71,2,0.301,0.06,1,0,0.02
安祥,2,16,2,0.301,0.06,2,0.301,0.03
凯伦·戴维斯,6,54,2,0.301,0.06,1,0,0.02
民主化,3,14,2,0.301,0.06,2,0.301,0.03
卡麦·曼丘,5,28,2,0.301,0.06,1,0,0.02
芦柴,2,17,2,0.301,0.06,2,0.301,0.03
简·西摩,4,34,2,0.301,0.06,1,0,0.02
四十一,3,8,2,0.301,0.06,1,0,0.02
分列式,3,16,2,0.301,0.06,2,0.301,0.03
汤力水,3,12,2,0.301,0.06,2,0.301,0.03
护理部,3,28,2,0.301,0.06,1,0,0.02
安福,2,19,2,0.301,0.06,1,0,0.02
李和凯,3,23,2,0.301,0.06,1,0,0.02
书摊,2,17,2,0.301,0.06,2,0.301,0.03
大势,2,11,2,0.301,0.06,2,0.301,0.03
白化,2,9,2,0.301,0.06,2,0.301,0.03
賓,1,14,2,0.301,0.06,2,0.301,0.03
罗克珊,3,24,2,0.301,0.06,1,0,0.02
后父,2,10,2,0.301,0.06,2,0.301,0.03
邓尼茨,3,18,2,0.301,0.06,2,0.301,0.03
二老,2,8,2,0.301,0.06,2,0.301,0.03
减震,2,26,2,0.301,0.06,2,0.301,0.03
热电偶,3,26,2,0.301,0.06,2,0.301,0.03
灭火枪,3,17,2,0.301,0.06,2,0.301,0.03
效法,2,18,2,0.301,0.06,2,0.301,0.03
刘易斯·菲尔德曼,8,68,2,0.301,0.06,1,0,0.02
安杰,2,14,2,0.301,0.06,1,0,0.02
织女星,3,20,2,0.301,0.06,1,0,0.02
大卢,2,8,2,0.301,0.06,1,0,0.02
米力瓦利,4,19,2,0.301,0.06,1,0,0.02
小艾,2,8,2,0.301,0.06,2,0.301,0.03
全后庭,3,21,2,0.301,0.06,1,0,0.02
满坑满谷,4,40,2,0.301,0.06,2,0.301,0.03
史戴西佩,4,36,2,0.301,0.06,1,0,0.02
卢佩,2,13,2,0.301,0.06,1,0,0.02
桧,1,10,2,0.301,0.06,1,0,0.02
冲绳县,3,24,2,0.301,0.06,1,0,0.02
斯密德,3,38,2,0.301,0.06,1,0,0.02
打擂台,3,26,2,0.301,0.06,2,0.301,0.03
哈塔米,3,27,2,0.301,0.06,1,0,0.02
奥顿多,3,28,2,0.301,0.06,1,0,0.02
史蒂德,3,32,2,0.301,0.06,1,0,0.02
普利,2,19,2,0.301,0.06,2,0.301,0.03
有所不为,4,22,2,0.301,0.06,2,0.301,0.03
次女,2,9,2,0.301,0.06,2,0.301,0.03
医理,2,18,2,0.301,0.06,2,0.301,0.03
嫌隙,2,25,2,0.301,0.06,2,0.301,0.03
白地,2,11,2,0.301,0.06,2,0.301,0.03
卡斯特洛,4,36,2,0.301,0.06,1,0,0.02
小长,2,7,2,0.301,0.06,1,0,0.02
肠套叠,3,30,2,0.301,0.06,1,0,0.02
山姆·克撒,5,33,2,0.301,0.06,1,0,0.02
小舌,2,9,2,0.301,0.06,2,0.301,0.03
杰西·华莱士,6,33,2,0.301,0.06,1,0,0.02
班斯基,3,33,2,0.301,0.06,1,0,0.02
待查,2,18,2,0.301,0.06,2,0.301,0.03
强弩之末,4,28,2,0.301,0.06,2,0.301,0.03
介面,2,13,2,0.301,0.06,1,0,0.02
依奇,2,16,2,0.301,0.06,1,0,0.02
奥莱温利·摩斯,7,68,2,0.301,0.06,1,0,0.02
无为而治,4,22,2,0.301,0.06,2,0.301,0.03
白城,2,14,2,0.301,0.06,2,0.301,0.03
斯科特托马斯,6,52,2,0.301,0.06,1,0,0.02
汤米·里·琼斯,7,43,2,0.301,0.06,1,0,0.02
八点五,3,15,2,0.301,0.06,1,0,0.02
丽志,2,14,2,0.301,0.06,2,0.301,0.03
阳面,2,15,2,0.301,0.06,2,0.301,0.03
百废待兴,4,29,2,0.301,0.06,2,0.301,0.03
斯戴克,3,36,2,0.301,0.06,1,0,0.02
伊兰迪尔,4,24,2,0.301,0.06,1,0,0.02
麦克·阿罗墨威茨,8,62,2,0.301,0.06,1,0,0.02
计价,2,10,2,0.301,0.06,2,0.301,0.03
多抗,2,13,2,0.301,0.06,2,0.301,0.03
博金,2,20,2,0.301,0.06,1,0,0.02
丰迪拉,3,20,2,0.301,0.06,1,0,0.02
外侨,2,13,2,0.301,0.06,2,0.301,0.03
太医,2,11,2,0.301,0.06,1,0,0.02
大君,2,10,2,0.301,0.06,1,0,0.02
多戈,2,10,2,0.301,0.06,1,0,0.02
气闷,2,11,2,0.301,0.06,2,0.301,0.03
乔西·艾斯科雷奇,8,59,2,0.301,0.06,1,0,0.02
大员,2,10,2,0.301,0.06,1,0,0.02
花生豆,3,19,2,0.301,0.06,2,0.301,0.03
萨拉松,3,27,2,0.301,0.06,1,0,0.02
王瑞秀,3,24,2,0.301,0.06,1,0,0.02
凯地,2,14,2,0.301,0.06,1,0,0.02
盖尼斯,3,28,2,0.301,0.06,1,0,0.02
丽水市,3,16,2,0.301,0.06,1,0,0.02
奸臣,2,12,2,0.301,0.06,2,0.301,0.03
一百二十,4,11,2,0.301,0.06,2,0.301,0.03
马德琳·舒尔,6,47,2,0.301,0.06,1,0,0.02
蹑,1,17,2,0.301,0.06,2,0.301,0.03
加马汀,3,13,2,0.301,0.06,2,0.301,0.03
金成一,3,15,2,0.301,0.06,1,0,0.02
曼密欧,3,30,2,0.301,0.06,1,0,0.02
础,1,10,2,0.301,0.06,1,0,0.02
豪华型,3,29,2,0.301,0.06,2,0.301,0.03
白子,2,8,2,0.301,0.06,1,0,0.02
泽木,2,12,2,0.301,0.06,1,0,0.02
保曼,2,20,2,0.301,0.06,1,0,0.02
杰奎琳·肯尼迪,7,50,2,0.301,0.06,2,0.301,0.03
波希米拉,4,29,2,0.301,0.06,2,0.301,0.03
坐卧不安,4,25,2,0.301,0.06,2,0.301,0.03
大宝,2,11,2,0.301,0.06,2,0.301,0.03
瑞米·布里桑,6,41,2,0.301,0.06,1,0,0.02
大安,2,9,2,0.301,0.06,2,0.301,0.03
汇流,2,15,2,0.301,0.06,1,0,0.02
天一,2,5,2,0.301,0.06,2,0.301,0.03
压境,2,20,2,0.301,0.06,2,0.301,0.03
大帕皮,3,16,2,0.301,0.06,1,0,0.02
蟹黄,2,30,2,0.301,0.06,2,0.301,0.03
阿拉瑞德,4,43,2,0.301,0.06,1,0,0.02
比乔丹,3,14,2,0.301,0.06,1,0,0.02
三分之,3,10,2,0.301,0.06,2,0.301,0.03
马卡多,3,14,2,0.301,0.06,1,0,0.02
藤村,2,25,2,0.301,0.06,2,0.301,0.03
组装车,3,24,2,0.301,0.06,2,0.301,0.03
贝拉拉,3,20,2,0.301,0.06,1,0,0.02
扎克莉,3,21,2,0.301,0.06,1,0,0.02
乌苏拉,3,19,2,0.301,0.06,2,0.301,0.03
王安莉,3,20,2,0.301,0.06,1,0,0.02
后福,2,19,2,0.301,0.06,2,0.301,0.03
吴汪才,3,17,2,0.301,0.06,1,0,0.02
萨瓦尔,3,20,2,0.301,0.06,1,0,0.02
涡旋,2,21,2,0.301,0.06,2,0.301,0.03
白塞,2,18,2,0.301,0.06,1,0,0.02
大姆,2,11,2,0.301,0.06,2,0.301,0.03
安东尼·明格拉,7,42,2,0.301,0.06,2,0.301,0.03
集权,2,18,2,0.301,0.06,2,0.301,0.03
弗朗克林,4,30,2,0.301,0.06,2,0.301,0.03
约翰·克雷塞,6,55,2,0.301,0.06,2,0.301,0.03
阿兰·扎尔夫,6,25,2,0.301,0.06,1,0,0.02
瑞得·摩根,5,49,2,0.301,0.06,1,0,0.02
镇守,2,21,2,0.301,0.06,2,0.301,0.03
挖墙脚,3,34,2,0.301,0.06,2,0.301,0.03
白士,2,8,2,0.301,0.06,1,0,0.02
埃塞斯,3,35,2,0.301,0.06,1,0,0.02
霍莉根,3,36,2,0.301,0.06,1,0,0.02
靳,1,13,2,0.301,0.06,2,0.301,0.03
尼克尔,3,17,2,0.301,0.06,2,0.301,0.03
露安,2,27,2,0.301,0.06,1,0,0.02
伯马尼,3,15,2,0.301,0.06,1,0,0.02
普巴,2,16,2,0.301,0.06,2,0.301,0.03
硬梆梆,3,32,2,0.301,0.06,2,0.301,0.03
罗梅洛,3,28,2,0.301,0.06,2,0.301,0.03
塔伦蒂诺,4,40,2,0.301,0.06,2,0.301,0.03
空暇,2,21,2,0.301,0.06,2,0.301,0.03
托马斯·哈代,6,35,2,0.301,0.06,2,0.301,0.03
凤头燕鸥,4,34,2,0.301,0.06,1,0,0.02
大平,2,8,2,0.301,0.06,2,0.301,0.03
妮奇,2,16,2,0.301,0.06,1,0,0.02
依兰,2,13,2,0.301,0.06,2,0.301,0.03
白带,2,14,2,0.301,0.06,2,0.301,0.03
安歌,2,20,2,0.301,0.06,1,0,0.02
稚,1,13,2,0.301,0.06,2,0.301,0.03
胜势,2,17,2,0.301,0.06,2,0.301,0.03
消毒药,3,28,2,0.301,0.06,2,0.301,0.03
白干,2,8,2,0.301,0.06,2,0.301,0.03
外功,2,10,2,0.301,0.06,1,0,0.02
克斯龙,3,24,2,0.301,0.06,1,0,0.02
维珍妮亚,4,34,2,0.301,0.06,2,0.301,0.03
贤德,2,23,2,0.301,0.06,1,0,0.02
赖丘·斯本森,6,47,2,0.301,0.06,1,0,0.02
贺伦,2,15,2,0.301,0.06,1,0,0.02
喜上眉梢,4,35,2,0.301,0.06,2,0.301,0.03
弗瑞迪·威尔逊,7,49,2,0.301,0.06,1,0,0.02
安格,2,16,2,0.301,0.06,2,0.301,0.03
吽,1,7,2,0.301,0.06,2,0.301,0.03
秉公执法,4,26,2,0.301,0.06,2,0.301,0.03
两百二十五,5,21,2,0.301,0.06,1,0,0.02
白工,2,8,2,0.301,0.06,2,0.301,0.03
亚里山德拉,5,39,2,0.301,0.06,1,0,0.02
小鹰,2,21,2,0.301,0.06,2,0.301,0.03
逗哏,2,19,2,0.301,0.06,2,0.301,0.03
普度,2,21,2,0.301,0.06,2,0.301,0.03
弼,1,12,2,0.301,0.06,1,0,0.02
约翰·巴特,5,36,2,0.301,0.06,1,0,0.02
奥伦奇,3,26,2,0.301,0.06,2,0.301,0.03
额数,2,28,2,0.301,0.06,1,0,0.02
网通,2,16,2,0.301,0.06,1,0,0.02
多哈,2,15,2,0.301,0.06,2,0.301,0.03
太烈,2,14,2,0.301,0.06,2,0.301,0.03
消暑,2,22,2,0.301,0.06,2,0.301,0.03
安嘉,2,20,2,0.301,0.06,2,0.301,0.03
陈永仁,3,16,2,0.301,0.06,1,0,0.02
车水马龙,4,16,2,0.301,0.06,2,0.301,0.03
特雷诺,3,33,2,0.301,0.06,1,0,0.02
佛瑞德·宾汉,6,50,2,0.301,0.06,1,0,0.02
维斯特伍德,5,54,2,0.301,0.06,2,0.301,0.03
個,1,10,2,0.301,0.06,2,0.301,0.03
出冷汗,3,18,2,0.301,0.06,2,0.301,0.03
叙说,2,18,2,0.301,0.06,2,0.301,0.03
地黄,2,17,2,0.301,0.06,2,0.301,0.03
安第斯山脉,5,41,2,0.301,0.06,2,0.301,0.03
诺奇,2,18,2,0.301,0.06,2,0.301,0.03
冰砖,2,15,2,0.301,0.06,2,0.301,0.03
愁苦,2,21,2,0.301,0.06,2,0.301,0.03
对骂,2,14,2,0.301,0.06,2,0.301,0.03
莎拉·劳伦斯,6,43,2,0.301,0.06,1,0,0.02
空客,2,17,2,0.301,0.06,1,0,0.02
暖暖和和,4,42,2,0.301,0.06,2,0.301,0.03
布莱恩·盖奇,6,44,2,0.301,0.06,2,0.301,0.03
科杰,2,17,2,0.301,0.06,1,0,0.02
韦迪娜,3,21,2,0.301,0.06,1,0,0.02
丽比,2,11,2,0.301,0.06,1,0,0.02
大捷,2,14,2,0.301,0.06,2,0.301,0.03
圣顿,2,15,2,0.301,0.06,1,0,0.02
保德,2,24,2,0.301,0.06,2,0.301,0.03
二千八百万,5,16,2,0.301,0.06,1,0,0.02
罗瑟琳,3,33,2,0.301,0.06,2,0.301,0.03
乔福斯克,4,38,2,0.301,0.06,1,0,0.02
院中,2,13,2,0.301,0.06,2,0.301,0.03
安玛,2,13,2,0.301,0.06,1,0,0.02
查盖,2,20,2,0.301,0.06,2,0.301,0.03
伊戈尔·伊戈尔斯坦,9,50,2,0.301,0.06,1,0,0.02
卡力,2,7,2,0.301,0.06,1,0,0.02
索维托,3,27,2,0.301,0.06,1,0,0.02
约翰·卡什,5,31,2,0.301,0.06,1,0,0.02
权能,2,16,2,0.301,0.06,2,0.301,0.03
蜂王,2,17,2,0.301,0.06,2,0.301,0.03
胚胎学,3,26,2,0.301,0.06,2,0.301,0.03
由衷之言,4,25,2,0.301,0.06,2,0.301,0.03
阿纳海姆市,5,37,2,0.301,0.06,2,0.301,0.03
一点一百万,5,20,2,0.301,0.06,1,0,0.02
贺特,2,19,2,0.301,0.06,1,0,0.02
百度,2,15,2,0.301,0.06,2,0.301,0.03
帕金斯镇,4,43,2,0.301,0.06,1,0,0.02
伍尔里奇,4,26,2,0.301,0.06,1,0,0.02
和埃莉诺,4,38,2,0.301,0.06,2,0.301,0.03
货运单,3,23,2,0.301,0.06,2,0.301,0.03
九一一,3,4,2,0.301,0.06,2,0.301,0.03
查尔斯·阿特拉斯,8,63,2,0.301,0.06,2,0.301,0.03
销子,2,15,2,0.301,0.06,2,0.301,0.03
宗孙,2,14,2,0.301,0.06,1,0,0.02
亚里桑那,4,29,2,0.301,0.06,1,0,0.02
普施,2,21,2,0.301,0.06,2,0.301,0.03
大显,2,12,2,0.301,0.06,2,0.301,0.03
根州,2,16,2,0.301,0.06,2,0.301,0.03
